clustering_method,method_name,selected_columns,abl1,ace,aldr,andr,cdk2,cox1,dhi1,dyr,esr1,fa7,fabp4,gria2,hdac2,hivrt,hmdh,hs90a,hxk4,igf1r,kith,kpcb,lfa1,lkha4,nram,prgr,ptn1,pyrd,reni,urok,xiap,Average
bestpose,method7,CHEMPLPFScoreVSCORCH,33.44,26.61,18.97,24.24,16.44,19.02,21.24,50.59,37.1,52.93,14.64,26.03,6.47,16.61,45.9,6.85,16.25,29.75,42.16,29.69,19.64,30.5,24.45,25.0,31.37,47.19,16.41,38.15,28.86,27.465517241379313
bestpose,method1,CHEMPLPTMScoreCORCH,18.64,28.03,10.75,6.71,18.97,14.39,4.25,22.48,16.98,45.87,10.46,6.98,11.32,8.31,28.24,4.57,0.0,18.26,3.51,33.41,5.09,15.84,6.11,6.85,29.07,19.06,13.52,26.46,38.8,16.307931034482756
bestpose,method2,CHEMPLPTMScoreCORCH,20.83,27.67,8.22,5.59,21.92,13.88,4.25,22.05,16.46,51.17,6.27,15.24,12.94,8.31,30.01,6.85,7.58,18.26,5.27,39.34,4.36,24.63,8.15,3.77,30.6,22.69,12.55,34.46,32.84,17.79862068965517
bestpose,method3,CHEMPLPTMScoreCORCH,20.28,19.87,6.96,4.1,14.96,13.88,4.85,9.08,13.59,30.88,4.18,11.43,7.01,8.31,18.24,2.28,7.58,16.23,3.51,37.12,4.36,25.81,10.19,2.05,25.25,24.5,10.62,27.69,31.84,14.367241379310347
bestpose,method4,CHEMPLPTMScoreCORCH,19.19,20.93,2.53,2.98,15.6,13.88,7.28,10.38,13.59,31.76,2.09,13.97,6.47,13.84,31.19,5.71,9.75,16.9,3.51,40.09,3.64,21.7,13.24,2.4,25.25,29.04,15.45,12.92,28.86,14.970344827586207
bestpose,method5,CHEMPLPTMScoreCORCH,20.28,24.83,5.69,5.59,19.81,13.88,6.07,22.05,15.42,50.29,8.36,9.52,8.62,11.08,27.07,6.85,10.83,16.9,3.51,34.89,4.36,22.29,10.19,4.11,25.25,21.78,11.59,32.61,23.88,16.46896551724138
bestpose,method6,CHEMPLPTMScoreCORCH,14.8,15.26,0.63,3.73,17.92,9.77,5.76,24.21,4.7,38.82,0.0,3.17,1.08,5.54,1.77,2.28,9.75,16.23,0.0,22.27,4.36,2.93,6.11,2.05,16.07,8.17,8.69,21.54,23.88,10.05137931034483
bestpose,method7,CHEMPLPTMScoreCORCH,18.64,19.87,0.63,3.36,19.6,9.77,6.98,24.21,10.45,41.46,2.09,6.98,7.01,5.54,11.77,2.28,9.75,16.23,0.0,31.18,2.91,9.97,9.17,3.42,16.07,18.15,12.55,26.46,20.9,12.668965517241379
bestpose,method1,RFScoreVSTMScoreCORCH,29.6,31.22,17.7,19.76,32.46,20.56,13.04,57.94,40.76,53.81,14.64,33.02,7.55,11.08,47.66,22.85,9.75,33.81,3.51,47.51,13.82,20.53,31.58,24.31,39.02,35.39,16.41,49.84,51.74,28.650689655172414
bestpose,method2,RFScoreVSTMScoreCORCH,38.92,30.51,15.81,19.76,30.98,17.48,16.99,51.46,39.46,55.58,14.64,38.1,10.24,11.08,41.78,22.85,13.0,37.87,26.35,46.03,12.36,28.74,32.6,21.23,36.72,43.56,17.38,48.61,44.78,29.823103448275866
bestpose,method3,RFScoreVSTMScoreCORCH,24.12,24.83,11.38,16.41,24.66,19.02,15.47,30.27,33.45,46.76,10.46,38.1,9.16,11.08,37.07,13.71,15.17,26.37,7.03,43.8,10.91,24.05,28.53,14.38,31.37,39.93,19.31,43.69,44.78,24.66448275862069
bestpose,method4,RFScoreVSTMScoreCORCH,23.57,26.25,7.59,12.31,23.82,16.96,13.65,31.57,24.3,46.76,8.36,29.84,10.78,13.84,41.78,11.42,15.17,27.05,12.3,47.51,8.73,22.87,29.54,9.24,31.37,37.2,21.24,43.07,31.84,23.445862068965518
bestpose,method5,RFScoreVSTMScoreCORCH,31.8,30.16,13.28,14.54,29.72,16.96,14.26,45.83,35.8,54.7,12.55,34.92,9.7,11.08,38.25,19.42,11.92,36.51,17.57,42.31,12.36,26.98,34.64,16.44,33.66,39.02,18.34,50.46,41.79,27.412758620689655
bestpose,method6,RFScoreVSTMScoreCORCH,26.86,21.29,21.5,26.48,25.71,20.56,19.72,56.64,40.5,52.05,6.27,22.22,1.62,16.61,45.9,12.57,11.92,37.19,29.87,42.31,22.55,18.18,22.41,34.24,36.72,51.72,11.59,43.69,40.8,28.2651724137931
bestpose,method7,RFScoreVSTMScoreCORCH,35.08,24.83,18.34,24.98,27.19,18.51,20.33,54.91,38.93,53.81,14.64,33.02,7.01,16.61,46.49,14.85,15.17,38.54,36.89,43.8,19.64,26.98,27.51,27.73,35.19,51.72,15.45,44.92,37.81,30.030344827586212
bestpose,method1,CHEMPLPFScoreVSTMScoreCORCH,32.89,32.64,25.29,20.14,29.93,20.56,12.13,46.27,33.18,54.7,20.91,20.95,12.94,8.31,47.66,19.42,4.33,33.81,15.81,47.51,7.27,31.08,20.38,20.89,40.55,31.76,17.38,38.76,47.76,27.421034482758618
bestpose,method2,CHEMPLPFScoreVSTMScoreCORCH,35.08,34.41,18.34,17.53,28.66,19.02,15.77,39.78,32.92,55.58,12.55,35.56,15.63,8.31,43.54,20.56,11.92,35.16,29.87,47.51,12.36,36.95,28.53,18.15,39.02,37.2,20.28,44.92,43.78,28.927241379310345
bestpose,method3,CHEMPLPFScoreVSTMScoreCORCH,27.96,26.61,11.38,13.8,20.44,17.99,13.04,20.32,29.0,44.99,8.36,32.38,14.01,8.31,31.19,12.57,13.0,21.64,19.32,46.03,7.27,34.6,22.41,11.3,32.9,35.39,16.41,38.76,43.78,23.28137931034482
bestpose,method4,CHEMPLPFScoreVSTMScoreCORCH,21.93,32.64,9.48,8.58,18.55,17.48,12.44,21.19,19.34,42.35,16.73,24.76,12.4,13.84,40.6,11.42,13.0,24.34,22.84,46.03,4.36,31.08,25.47,7.19,29.84,33.57,22.21,24.0,35.82,22.188965517241378
bestpose,method5,CHEMPLPFScoreVSTMScoreCORCH,31.8,32.64,14.54,14.54,24.87,16.96,14.26,38.05,33.71,52.93,14.64,29.84,13.47,11.08,41.19,13.71,11.92,34.49,28.11,42.31,10.18,33.43,26.49,14.04,33.66,37.2,19.31,46.76,47.76,27.030689655172406
bestpose,method6,CHEMPLPFScoreVSTMScoreCORCH,30.15,26.96,23.4,25.36,25.92,22.11,21.54,55.35,40.76,52.93,8.36,23.49,4.85,16.61,47.66,13.71,11.92,37.87,29.87,45.28,21.09,22.29,22.41,32.87,38.25,51.72,13.52,42.46,41.79,29.32758620689655
bestpose,method7,CHEMPLPFScoreVSTMScoreCORCH,33.99,28.38,18.34,23.12,27.82,19.54,20.63,53.62,38.93,55.58,14.64,32.38,10.24,16.61,47.07,15.99,16.25,37.19,40.41,46.03,17.45,31.67,27.51,27.39,36.72,49.0,16.41,41.84,38.8,30.467241379310344
bestpose_GNINA,method1,CHEMPLPFScoreVS,23.12,25.47,20.84,9.57,8.48,16.96,11.85,13.86,27.16,27.97,10.82,26.52,10.28,13.42,24.07,3.39,3.24,23.03,48.2,36.95,15.25,40.82,22.56,16.12,32.85,38.1,15.34,11.73,1.01,19.964827586206898
bestpose_GNINA,method2,CHEMPLPFScoreVS,23.12,25.47,20.84,9.57,8.48,16.96,11.85,13.86,27.16,27.97,10.82,26.52,10.28,13.42,24.07,3.39,3.24,23.03,48.2,36.95,15.25,40.82,22.56,16.12,32.85,38.1,15.34,11.73,1.01,19.964827586206898
bestpose_GNINA,method3,CHEMPLPFScoreVS,23.12,25.47,20.84,9.57,8.48,16.96,11.85,13.86,27.16,27.97,10.82,26.52,10.28,13.42,24.07,3.39,3.24,23.03,48.2,36.95,15.25,40.82,22.56,16.12,32.85,38.1,15.34,11.73,1.01,19.964827586206898
bestpose_GNINA,method4,CHEMPLPFScoreVS,20.92,25.82,22.1,9.19,7.42,18.5,10.03,10.39,24.03,26.22,10.82,23.36,17.31,18.79,22.31,3.39,9.71,21.68,44.63,34.73,5.08,39.65,20.51,6.52,33.61,36.29,17.26,9.26,1.01,18.98413793103448
bestpose_GNINA,method5,CHEMPLPFScoreVS,24.77,24.76,22.1,13.4,11.24,19.53,14.89,29.44,35.52,34.09,15.15,29.68,7.03,13.42,22.31,10.17,5.4,21.0,46.41,34.73,29.78,34.99,26.66,20.57,33.61,39.91,15.34,23.47,1.01,22.771724137931034
bestpose_GNINA,method6,CHEMPLPFScoreVS,25.32,20.87,18.95,14.55,12.3,18.5,15.19,52.82,43.88,51.57,15.15,32.2,5.95,16.1,34.05,11.3,4.32,33.87,48.2,35.47,32.68,32.65,24.61,26.06,33.61,43.54,19.17,32.73,1.01,26.0903448275862
bestpose_GNINA,method7,CHEMPLPFScoreVS,25.32,20.87,18.95,14.55,12.3,18.5,15.19,52.82,43.88,51.57,15.15,32.2,5.95,16.1,34.05,11.3,4.32,33.87,48.2,35.47,32.68,32.65,24.61,26.06,33.61,43.54,19.17,32.73,1.01,26.0903448275862
bestpose_GNINA,method1,CHEMPLPTMScore,23.12,25.11,10.1,1.15,21.62,7.71,1.52,8.23,18.02,35.83,2.16,19.57,10.28,13.42,19.37,9.04,0.0,23.03,8.93,36.95,2.91,17.49,11.28,1.71,29.79,19.96,6.71,16.67,1.01,13.885862068965515
bestpose_GNINA,method2,CHEMPLPTMScore,23.12,25.11,10.1,1.15,21.62,7.71,1.52,8.23,18.02,35.83,2.16,19.57,10.28,13.42,19.37,9.04,0.0,23.03,8.93,36.95,2.91,17.49,11.28,1.71,29.79,19.96,6.71,16.67,1.01,13.885862068965515
bestpose_GNINA,method3,CHEMPLPTMScore,23.12,25.11,10.1,1.15,21.62,7.71,1.52,8.23,18.02,35.83,2.16,19.57,10.28,13.42,19.37,9.04,0.0,23.03,8.93,36.95,2.91,17.49,11.28,1.71,29.79,19.96,6.71,16.67,1.01,13.885862068965515
bestpose_GNINA,method4,CHEMPLPTMScore,23.12,24.41,10.1,1.15,16.11,7.19,1.22,6.49,17.76,27.09,2.16,16.42,9.74,13.42,19.37,1.13,0.0,21.0,5.36,36.95,2.18,13.99,11.28,0.69,29.79,19.05,6.71,9.88,1.01,12.233448275862068
bestpose_GNINA,method5,CHEMPLPTMScore,28.62,24.41,10.1,2.3,29.68,7.71,0.91,7.79,17.5,48.94,2.16,22.1,10.28,13.42,17.02,16.94,0.0,25.07,1.79,39.17,2.91,11.66,9.23,2.4,26.74,17.24,4.79,30.88,1.01,14.923103448275866
bestpose_GNINA,method6,CHEMPLPTMScore,26.97,25.82,10.1,2.3,30.32,11.31,0.61,18.19,25.86,55.06,4.33,22.73,9.74,13.42,19.37,30.5,0.0,25.74,0.0,40.65,2.18,11.08,9.23,2.74,30.56,15.42,6.71,27.79,1.01,16.542758620689657
bestpose_GNINA,method7,CHEMPLPTMScore,26.97,25.82,10.1,2.3,30.32,11.31,0.61,18.19,25.86,55.06,4.33,22.73,9.74,13.42,19.37,30.5,0.0,25.74,0.0,40.65,2.18,11.08,9.23,2.74,30.56,15.42,6.71,27.79,1.01,16.542758620689657
bestpose_GNINA,method1,RFScoreVSTMScore,39.63,22.64,19.58,11.11,26.5,20.04,9.12,51.52,39.44,55.06,8.66,35.99,9.74,16.1,26.42,29.37,1.08,33.87,7.14,47.3,15.25,18.66,29.74,17.49,36.67,41.73,12.46,48.17,1.01,25.223793103448276
bestpose_GNINA,method2,RFScoreVSTMScore,39.63,22.64,19.58,11.11,26.5,20.04,9.12,51.52,39.44,55.06,8.66,35.99,9.74,16.1,26.42,29.37,1.08,33.87,7.14,47.3,15.25,18.66,29.74,17.49,36.67,41.73,12.46,48.17,1.01,25.223793103448276
bestpose_GNINA,method3,RFScoreVSTMScore,39.63,22.64,19.58,11.11,26.5,20.04,9.12,51.52,39.44,55.06,8.66,35.99,9.74,16.1,26.42,29.37,1.08,33.87,7.14,47.3,15.25,18.66,29.74,17.49,36.67,41.73,12.46,48.17,1.01,25.223793103448276
bestpose_GNINA,method4,RFScoreVSTMScore,33.58,21.93,19.58,8.81,24.17,16.96,6.69,50.23,38.4,55.06,8.66,35.36,4.87,18.79,25.83,29.37,1.08,33.87,5.36,45.82,10.89,11.08,28.71,12.69,36.67,38.1,13.42,45.7,1.01,23.541034482758622
bestpose_GNINA,method5,RFScoreVSTMScore,37.98,20.87,20.21,11.49,21.41,19.53,10.03,47.63,38.66,55.06,10.82,35.99,9.74,16.1,27.0,29.37,1.08,32.52,21.42,45.82,17.43,22.16,24.61,15.43,35.9,43.54,11.5,45.08,1.01,25.151379310344822
bestpose_GNINA,method6,RFScoreVSTMScore,34.68,18.04,19.58,14.94,26.5,19.01,14.59,54.12,43.62,53.31,10.82,33.46,7.57,18.79,34.64,24.85,2.16,38.62,42.84,46.56,31.23,22.74,32.81,24.35,35.9,45.36,14.38,43.84,1.01,27.942068965517244
bestpose_GNINA,method7,RFScoreVSTMScore,34.68,18.04,19.58,14.94,26.5,19.01,14.59,54.12,43.62,53.31,10.82,33.46,7.57,18.79,34.64,24.85,2.16,38.62,42.84,46.56,31.23,22.74,32.81,24.35,35.9,45.36,14.38,43.84,1.01,27.942068965517244
bestpose_GNINA,method1,CHEMPLPFScoreVSTMScore,34.13,28.65,20.21,9.57,26.08,15.93,6.99,35.07,35.52,53.31,6.49,35.36,10.82,16.1,25.24,19.2,1.08,31.16,32.13,45.82,10.17,34.4,20.51,9.6,35.9,35.38,11.5,35.82,1.01,23.55689655172414
bestpose_GNINA,method2,CHEMPLPFScoreVSTMScore,34.13,28.65,20.21,9.57,26.08,15.93,6.99,35.07,35.52,53.31,6.49,35.36,10.82,16.1,25.24,19.2,1.08,31.16,32.13,45.82,10.17,34.4,20.51,9.6,35.9,35.38,11.5,35.82,1.01,23.55689655172414
bestpose_GNINA,method3,CHEMPLPFScoreVSTMScore,34.13,28.65,20.21,9.57,26.08,15.93,6.99,35.07,35.52,53.31,6.49,35.36,10.82,16.1,25.24,19.2,1.08,31.16,32.13,45.82,10.17,34.4,20.51,9.6,35.9,35.38,11.5,35.82,1.01,23.55689655172414
bestpose_GNINA,method4,CHEMPLPFScoreVSTMScore,28.07,29.0,21.47,4.98,18.66,20.04,5.77,17.75,28.73,42.83,8.66,28.41,10.82,18.79,23.48,18.07,2.16,27.78,21.42,42.13,3.63,27.99,24.61,7.2,34.38,39.91,13.42,17.29,1.01,20.29172413793103
bestpose_GNINA,method5,CHEMPLPFScoreVSTMScore,31.37,27.94,20.21,8.81,24.38,15.93,5.47,43.3,38.66,53.31,6.49,35.99,12.44,16.1,27.59,20.33,1.08,32.52,30.35,47.3,10.17,36.15,22.56,7.89,35.14,37.19,12.46,41.37,1.01,24.258965517241375
bestpose_GNINA,method6,CHEMPLPFScoreVSTMScore,36.33,24.05,22.74,14.17,27.56,20.56,14.28,54.12,43.88,53.31,10.82,35.99,11.36,21.47,35.22,29.37,4.32,36.58,48.2,48.04,27.6,32.07,30.76,24.35,37.43,45.36,17.26,40.14,1.01,29.25344827586207
bestpose_GNINA,method7,CHEMPLPFScoreVSTMScore,36.33,24.05,22.74,14.17,27.56,20.56,14.28,54.12,43.88,53.31,10.82,35.99,11.36,21.47,35.22,29.37,4.32,36.58,48.2,48.04,27.6,32.07,30.76,24.35,37.43,45.36,17.26,40.14,1.01,29.25344827586207
bestpose_SMINA,method1,CHEMPLPFScoreVS,23.68,27.59,12.0,13.68,6.58,22.1,13.1,12.13,19.59,29.72,15.15,22.74,23.27,13.05,34.02,5.65,3.23,16.93,32.1,30.31,17.43,36.74,18.44,16.86,32.1,32.64,13.41,6.18,36.82,20.249655172413796
bestpose_SMINA,method2,CHEMPLPFScoreVS,23.68,27.59,12.0,13.68,6.58,22.1,13.1,12.13,19.59,29.72,15.15,22.74,23.27,13.05,34.02,5.65,3.23,16.93,32.1,30.31,17.43,36.74,18.44,16.86,32.1,32.64,13.41,6.18,36.82,20.249655172413796
bestpose_SMINA,method3,CHEMPLPFScoreVS,23.68,27.59,12.0,13.68,6.58,22.1,13.1,12.13,19.59,29.72,15.15,22.74,23.27,13.05,34.02,5.65,3.23,16.93,32.1,30.31,17.43,36.74,18.44,16.86,32.1,32.64,13.41,6.18,36.82,20.249655172413796
bestpose_SMINA,method4,CHEMPLPFScoreVS,20.93,27.94,8.84,6.08,5.52,16.45,12.8,8.23,18.8,25.35,8.66,20.21,24.35,13.05,32.26,0.0,3.23,16.93,32.1,30.31,5.81,36.74,17.42,9.98,31.33,32.64,12.46,6.18,33.83,17.87689655172414
bestpose_SMINA,method5,CHEMPLPFScoreVS,23.13,26.52,12.63,23.57,8.92,27.24,18.89,28.6,28.99,36.71,17.32,29.05,19.48,10.44,31.09,12.44,3.23,28.45,32.1,35.49,15.25,34.41,23.56,24.43,29.81,31.74,15.33,17.3,38.8,23.617931034482755
bestpose_SMINA,method6,CHEMPLPFScoreVS,39.1,26.88,12.63,29.65,10.41,30.84,23.16,48.53,38.13,51.57,17.32,29.69,15.15,23.5,49.86,16.96,11.85,34.54,48.15,34.01,35.59,30.32,31.76,28.91,38.98,48.06,16.29,37.68,43.78,31.14827586206896
bestpose_SMINA,method7,CHEMPLPFScoreVS,39.1,26.88,12.63,29.65,10.41,30.84,23.16,48.53,38.13,51.57,17.32,29.69,15.15,23.5,49.86,16.96,11.85,34.54,48.15,34.01,35.59,30.32,31.76,28.91,38.98,48.06,16.29,37.68,43.78,31.14827586206896
bestpose_SMINA,method1,CHEMPLPTMScore,22.03,21.57,4.42,1.14,15.72,7.71,2.74,4.77,9.14,36.71,2.16,12.0,9.2,7.83,28.16,13.57,0.0,18.29,0.0,33.27,3.63,16.91,4.1,4.47,27.51,17.23,3.83,11.74,42.78,13.194137931034483
bestpose_SMINA,method2,CHEMPLPTMScore,22.03,21.57,4.42,1.14,15.72,7.71,2.74,4.77,9.14,36.71,2.16,12.0,9.2,7.83,28.16,13.57,0.0,18.29,0.0,33.27,3.63,16.91,4.1,4.47,27.51,17.23,3.83,11.74,42.78,13.194137931034483
bestpose_SMINA,method3,CHEMPLPTMScore,22.03,21.57,4.42,1.14,15.72,7.71,2.74,4.77,9.14,36.71,2.16,12.0,9.2,7.83,28.16,13.57,0.0,18.29,0.0,33.27,3.63,16.91,4.1,4.47,27.51,17.23,3.83,11.74,42.78,13.194137931034483
bestpose_SMINA,method4,CHEMPLPTMScore,17.07,20.51,4.42,1.52,11.26,7.2,1.83,2.6,9.14,28.84,4.33,11.37,5.41,10.44,27.57,1.13,0.0,16.26,0.0,29.57,3.63,16.33,5.12,3.44,26.75,15.41,2.87,6.8,40.8,11.435172413793104
bestpose_SMINA,method5,CHEMPLPTMScore,25.88,20.51,4.42,2.28,21.24,7.71,1.22,8.23,9.92,48.07,2.16,13.9,4.87,7.83,29.92,26.01,0.0,21.0,0.0,38.44,3.63,16.33,4.1,5.16,26.75,14.51,2.87,25.95,44.78,15.092758620689658
bestpose_SMINA,method6,CHEMPLPTMScore,25.33,23.34,5.05,1.52,22.3,11.31,2.44,6.07,10.71,55.06,6.49,13.26,5.41,5.22,31.68,26.01,0.0,21.68,0.0,43.62,3.63,16.33,3.07,5.85,29.04,15.41,3.83,22.86,51.74,16.14689655172414
bestpose_SMINA,method7,CHEMPLPTMScore,25.33,23.34,5.05,1.52,22.3,11.31,2.44,6.07,10.71,55.06,6.49,13.26,5.41,5.22,31.68,26.01,0.0,21.68,0.0,43.62,3.63,16.33,3.07,5.85,29.04,15.41,3.83,22.86,51.74,16.14689655172414
bestpose_SMINA,method1,CHEMPLPCORCH,9.91,22.28,2.53,2.28,7.43,8.22,7.01,11.27,3.66,12.24,0.0,8.21,12.44,2.61,23.46,0.0,7.54,10.16,3.57,10.35,2.18,22.16,11.27,2.41,21.4,22.67,8.62,15.44,15.92,9.904827586206897
bestpose_SMINA,method2,CHEMPLPCORCH,9.91,22.28,2.53,2.28,7.43,8.22,7.01,11.27,3.66,12.24,0.0,8.21,12.44,2.61,23.46,0.0,7.54,10.16,3.57,10.35,2.18,22.16,11.27,2.41,21.4,22.67,8.62,15.44,15.92,9.904827586206897
bestpose_SMINA,method3,CHEMPLPCORCH,9.91,22.28,2.53,2.28,7.43,8.22,7.01,11.27,3.66,12.24,0.0,8.21,12.44,2.61,23.46,0.0,7.54,10.16,3.57,10.35,2.18,22.16,11.27,2.41,21.4,22.67,8.62,15.44,15.92,9.904827586206897
bestpose_SMINA,method4,CHEMPLPCORCH,12.67,26.88,0.0,2.28,9.13,9.77,8.53,8.23,4.96,10.49,2.16,8.84,6.49,5.22,24.64,0.0,7.54,10.84,0.0,17.74,3.63,21.58,12.29,2.06,19.11,26.29,9.58,6.8,15.92,10.126551724137931
bestpose_SMINA,method5,CHEMPLPCORCH,9.36,12.73,0.0,3.04,8.28,8.22,7.31,16.47,2.09,12.24,0.0,6.32,1.62,2.61,21.12,0.0,8.62,0.0,0.0,2.96,2.18,14.0,12.29,1.72,16.05,19.04,8.62,13.59,3.98,7.395172413793103
bestpose_SMINA,method6,CHEMPLPCORCH,8.81,11.32,0.0,2.66,7.86,7.2,6.7,17.77,2.61,16.61,0.0,5.68,1.62,0.0,8.21,0.0,9.69,0.0,0.0,2.22,2.18,5.83,10.24,2.06,10.7,16.32,6.71,14.83,1.0,6.166551724137931
bestpose_SMINA,method7,CHEMPLPCORCH,8.81,11.32,0.0,2.66,7.86,7.2,6.7,17.77,2.61,16.61,0.0,5.68,1.62,0.0,8.21,0.0,9.69,0.0,0.0,2.22,2.18,5.83,10.24,2.06,10.7,16.32,6.71,14.83,1.0,6.166551724137931
bestpose_SMINA,method1,RFScoreVSTMScore,32.49,20.16,8.21,17.49,21.03,23.64,10.05,47.67,29.51,54.19,8.66,30.95,5.95,18.28,46.34,23.75,1.08,31.16,8.92,44.36,14.52,20.99,17.42,17.9,38.21,34.46,8.62,43.24,51.74,25.20655172413793
bestpose_SMINA,method2,RFScoreVSTMScore,32.49,20.16,8.21,17.49,21.03,23.64,10.05,47.67,29.51,54.19,8.66,30.95,5.95,18.28,46.34,23.75,1.08,31.16,8.92,44.36,14.52,20.99,17.42,17.9,38.21,34.46,8.62,43.24,51.74,25.20655172413793
bestpose_SMINA,method3,RFScoreVSTMScore,32.49,20.16,8.21,17.49,21.03,23.64,10.05,47.67,29.51,54.19,8.66,30.95,5.95,18.28,46.34,23.75,1.08,31.16,8.92,44.36,14.52,20.99,17.42,17.9,38.21,34.46,8.62,43.24,51.74,25.20655172413793
bestpose_SMINA,method4,RFScoreVSTMScore,27.53,19.1,7.58,12.54,18.48,21.59,6.09,46.37,28.99,54.19,8.66,32.84,4.33,15.67,45.17,24.88,1.08,30.48,1.78,42.88,12.35,18.66,13.32,13.42,37.45,29.92,7.66,41.39,51.74,23.315172413793103
bestpose_SMINA,method5,RFScoreVSTMScore,33.59,19.8,8.21,20.15,17.84,21.59,9.45,46.37,27.95,54.19,10.82,31.58,5.95,18.28,45.17,24.88,1.08,33.87,19.62,42.88,18.88,20.41,17.42,16.86,35.16,26.29,12.46,41.39,51.74,25.30620689655172
bestpose_SMINA,method6,RFScoreVSTMScore,41.85,19.45,12.0,29.65,22.73,29.81,18.89,52.87,38.92,54.19,15.15,34.74,5.95,28.72,49.27,23.75,10.77,35.22,44.58,48.05,26.14,22.16,29.71,29.25,39.74,54.4,13.41,45.1,50.74,31.972758620689653
bestpose_SMINA,method7,RFScoreVSTMScore,41.85,19.45,12.0,29.65,22.73,29.81,18.89,52.87,38.92,54.19,15.15,34.74,5.95,28.72,49.27,23.75,10.77,35.22,44.58,48.05,26.14,22.16,29.71,29.25,39.74,54.4,13.41,45.1,50.74,31.972758620689653
bestpose_SMINA,method1,RFScoreVSCORCH,31.39,24.05,10.73,21.67,15.08,22.62,22.24,49.4,28.21,46.32,8.66,27.16,3.25,13.05,46.34,7.92,20.47,24.38,21.4,30.31,10.17,16.91,25.61,19.62,26.75,33.55,14.37,44.48,29.85,23.998620689655173
bestpose_SMINA,method2,RFScoreVSCORCH,31.39,24.05,10.73,21.67,15.08,22.62,22.24,49.4,28.21,46.32,8.66,27.16,3.25,13.05,46.34,7.92,20.47,24.38,21.4,30.31,10.17,16.91,25.61,19.62,26.75,33.55,14.37,44.48,29.85,23.998620689655173
bestpose_SMINA,method3,RFScoreVSCORCH,31.39,24.05,10.73,21.67,15.08,22.62,22.24,49.4,28.21,46.32,8.66,27.16,3.25,13.05,46.34,7.92,20.47,24.38,21.4,30.31,10.17,16.91,25.61,19.62,26.75,33.55,14.37,44.48,29.85,23.998620689655173
bestpose_SMINA,method4,RFScoreVSCORCH,22.58,32.18,7.58,17.49,16.78,17.99,18.28,42.03,19.07,45.45,4.33,18.95,4.33,15.67,47.51,1.13,19.39,18.97,7.13,38.44,10.17,15.16,26.63,12.73,24.46,26.29,17.25,38.92,19.9,20.923793103448276
bestpose_SMINA,method5,RFScoreVSCORCH,29.19,16.27,5.68,15.59,14.44,17.99,13.71,43.33,24.81,41.08,8.66,18.32,2.16,7.83,42.82,9.05,16.16,26.42,10.7,23.66,9.44,10.5,22.54,8.95,19.87,29.92,14.37,40.77,22.88,19.55551724137931
bestpose_SMINA,method6,RFScoreVSCORCH,31.94,19.1,8.84,24.33,11.9,21.59,19.19,48.53,32.13,46.32,8.66,22.74,2.16,13.05,36.95,9.05,17.24,21.0,32.1,22.18,21.79,11.66,21.51,24.43,27.51,40.8,10.54,43.86,30.85,23.51551724137931
bestpose_SMINA,method7,RFScoreVSCORCH,31.94,19.1,8.84,24.33,11.9,21.59,19.19,48.53,32.13,46.32,8.66,22.74,2.16,13.05,36.95,9.05,17.24,21.0,32.1,22.18,21.79,11.66,21.51,24.43,27.51,40.8,10.54,43.86,30.85,23.51551724137931
bestpose_SMINA,method1,RTMScoreCORCH,21.48,14.5,0.0,4.56,20.39,14.39,4.57,34.67,14.63,46.32,2.16,13.26,4.33,5.22,29.92,19.22,7.54,14.9,0.0,35.49,5.08,8.16,7.17,4.47,22.93,12.69,5.75,40.16,23.88,15.097931034482759
bestpose_SMINA,method2,RTMScoreCORCH,21.48,14.5,0.0,4.56,20.39,14.39,4.57,34.67,14.63,46.32,2.16,13.26,4.33,5.22,29.92,19.22,7.54,14.9,0.0,35.49,5.08,8.16,7.17,4.47,22.93,12.69,5.75,40.16,23.88,15.097931034482759
bestpose_SMINA,method3,RTMScoreCORCH,21.48,14.5,0.0,4.56,20.39,14.39,4.57,34.67,14.63,46.32,2.16,13.26,4.33,5.22,29.92,19.22,7.54,14.9,0.0,35.49,5.08,8.16,7.17,4.47,22.93,12.69,5.75,40.16,23.88,15.097931034482759
bestpose_SMINA,method4,RTMScoreCORCH,15.97,18.39,0.0,3.8,16.14,13.88,4.57,36.4,7.84,46.32,2.16,9.47,3.25,13.05,33.44,11.31,3.23,9.48,0.0,31.79,5.81,9.33,8.2,3.79,22.16,19.04,6.71,36.45,16.92,14.100000000000001
bestpose_SMINA,method5,RTMScoreCORCH,22.03,15.91,0.0,3.8,20.18,12.85,6.09,34.67,13.58,44.57,0.0,14.53,4.87,2.61,25.81,9.05,9.69,12.87,0.0,14.79,4.36,8.16,8.2,2.41,16.81,12.69,5.75,41.39,18.9,13.330000000000002
bestpose_SMINA,method6,RTMScoreCORCH,17.07,8.13,0.0,3.42,15.29,11.82,5.48,26.0,4.7,33.21,0.0,5.05,1.08,0.0,11.15,1.13,9.69,14.9,0.0,20.7,2.18,4.67,9.22,2.41,14.52,12.69,5.75,30.89,14.92,9.864482758620692
bestpose_SMINA,method7,RTMScoreCORCH,17.07,8.13,0.0,3.42,15.29,11.82,5.48,26.0,4.7,33.21,0.0,5.05,1.08,0.0,11.15,1.13,9.69,14.9,0.0,20.7,2.18,4.67,9.22,2.41,14.52,12.69,5.75,30.89,14.92,9.864482758620692
